iyear,imonth,iday,country,country_txt,region,region_txt,provstate,city,attacktype1,attacktype1_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,weaptype1,weaptype1_txt,,,,,
2000,6,8,185,Spain,8,Western Europe,Catalonia,Barcelona,3,Bombing/Explosion,1,Business,,,Temporary Employment Agency,6,Explosives,,,,,
2000,6,9,167,Russia,9,Eastern Europe,Chechnya (Republic),Grozny,2,Armed Assault,2,Government (General),18,Government Personnel (excluding police, military),Territorial Directorate of the Chechen Emergencies Ministry,5,Firearms,,,,
2000,6,10,185,Spain,8,Western Europe,Madrid,Madrid,3,Bombing/Explosion,1,Business,,,Temporary Employment Agency,6,Explosives,,,,,
2000,6,10,185,Spain,8,Western Europe,Madrid,Madrid,3,Bombing/Explosion,1,Business,,,Temporary Employment Agency,6,Explosives,,,,,
2000,6,10,185,Spain,8,Western Europe,Madrid,Madrid,3,Bombing/Explosion,1,Business,,,Temporary Employment Agency,6,Explosives,,,,,
2000,6,11,167,Russia,9,Eastern Europe,Chechnya (Republic),Grozny,3,Bombing/Explosion,4,Military,36,Military Checkpoint,Russian Armed Force,6,Explosives,,,,,
2000,6,11,1003,Kosovo,9,Eastern Europe,Kosovo (Province),Kotorr,2,Armed Assault,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,5,Firearms,,,,,
2000,6,12,167,Russia,9,Eastern Europe,Chechnya (Republic),Grozny,3,Bombing/Explosion,4,Military,36,Military Checkpoint,Russian Armed Forces,6,Explosives,,,,,
2000,6,13,167,Russia,9,Eastern Europe,Chechnya,Kulary,3,Bombing/Explosion,2,Government (General),18,Government Personnel (excluding police, military),Russian Interior Ministry,6,Explosives,,,,
2000,6,13,142,Netherlands,8,Western Europe,South Holland,The Hague,3,Bombing/Explosion,1,Business,7,Retail/Grocery/Bakery,An office building,6,Explosives,,,,,
2000,6,14,167,Russia,9,Eastern Europe,Chechnya,Grozny,3,Bombing/Explosion,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Russian Armed Forces,6,Explosives,,,,,
2000,6,15,1003,Kosovo,9,Eastern Europe,Pristina,Between Preoce and Lepina,3,Bombing/Explosion,14,Private Citizens & Property,71,Race/Ethnicity Identified,Kosovo-Serb Civilians,6,Explosives,,,,,
2000,6,15,167,Russia,9,Eastern Europe,Chechnya (Republic),Grozny,3,Bombing/Explosion,4,Military,35,Military Transportation/Vehicle (excluding convoys),Russian Armed Forces,6,Explosives,,,,,
2000,6,15,235,Yugoslavia,9,Eastern Europe,Montenegro (Republic),Budva,1,Assassination,2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,The political opposition,5,Firearms,,,,,
2000,6,16,167,Russia,9,Eastern Europe,Chechnya (Republic),Urus-Martan,1,Assassination,15,Religious Figures/Institutions,85,Religious Figure,Chechen Muslim Cleric,5,Firearms,,,,,
2000,6,16,1003,Kosovo,9,Eastern Europe,Pecki,Peje,1,Assassination,2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Democratic League of Kosovo (LDK),5,Firearms,,,,,
2000,6,17,167,Russia,9,Eastern Europe,Chechnya (Republic),Grozny,2,Armed Assault,3,Police,22,Police Building (headquarters, station, school),Russian Law Enforcement,5,Firearms,,,
2000,6,17,167,Russia,9,Eastern Europe,Chechnya (Republic),Grozny,2,Armed Assault,3,Police,24,Police Checkpoint,Russian Law Enforcement,5,Firearms,,,,,
2000,6,17,167,Russia,9,Eastern Europe,Chechnya,Nozhay-Yurtovsky (District),2,Armed Assault,3,Police,24,Police Checkpoint,Russian Law Enforcement,5,Firearms,,,,,
2000,6,17,603,United Kingdom,8,Western Europe,Northern Ireland,Londonderry,2,Armed Assault,14,Private Citizens & Property,68,Named Civilian,Northern Ireland Civilian,5,Firearms,,,,,
2000,6,19,603,United Kingdom,8,Western Europe,Northern Ireland,Hillsborough,3,Bombing/Explosion,2,Government (General),18,Government Personnel (excluding police, military),Northern Ireland government,6,Explosives,,,,
2000,6,20,1003,Kosovo,9,Eastern Europe,Kosovo (Province),Pristina,2,Armed Assault,14,Private Citizens & Property,71,Race/Ethnicity Identified,Serbian Civilian,5,Firearms,,,,,
2000,6,10,109,Latvia,9,Eastern Europe,Riga,Riga,3,Bombing/Explosion,19,Transportation,100,Train/Train Tracks/Trolley,Latvian railway,6,Explosives,,,,,
2000,6,21,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,3,Bombing/Explosion,14,Private Citizens & Property,69,Religion Identified,Northern Irish Civilians,6,Explosives,,,,,
2000,6,21,603,United Kingdom,8,Western Europe,Northern Ireland,Londonderry,8,Unarmed Assault,14,Private Citizens & Property,69,Religion Identified,Northern Irish Civilian,9,Melee,,,,,
2000,6,21,235,Yugoslavia,9,Eastern Europe,Belgrade (District),Belgrade,3,Bombing/Explosion,15,Religious Figures/Institutions,87,Affiliated Institution,Orthodox Monastery,6,Explosives,,,,,
2000,6,23,185,Spain,8,Western Europe,Basque Country,Salvatierra,3,Bombing/Explosion,1,Business,3,Bank/Commerce,Bank,6,Explosives,,,,,
2000,6,23,185,Spain,8,Western Europe,Basque Country,Barakaldo,3,Bombing/Explosion,1,Business,3,Bank/Commerce,Bank,6,Explosives,,,,,
2000,6,23,185,Spain,8,Western Europe,Basque Country,Salvatierra,3,Bombing/Explosion,1,Business,3,Bank/Commerce,Bank,6,Explosives,,,,,
2000,6,23,185,Spain,8,Western Europe,Basque Country,Salvatierra,3,Bombing/Explosion,1,Business,3,Bank/Commerce,Bank,6,Explosives,,,,,
2000,6,25,1003,Kosovo,9,Eastern Europe,Kosovo (Province),Kosovo Polje,2,Armed Assault,14,Private Citizens & Property,71,Race/Ethnicity Identified,Serbian Civilians,5,Firearms,,,,,
2000,6,25,185,Spain,8,Western Europe,Basque Country,Getxo,3,Bombing/Explosion,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,6,Explosives,,,,,
2000,6,26,185,Spain,8,Western Europe,Basque Country,Renteria,7,Facility/Infrastructure Attack,1,Business,7,Retail/Grocery/Bakery,Financial Infrastructure,8,Incendiary,,,,,
2000,6,26,1003,Kosovo,9,Eastern Europe,Obilic (Municipality),Obilic,3,Bombing/Explosion,14,Private Citizens & Property,76,House/Apartment/Residence,Serbian Civilian,6,Explosives,,,,,
2000,6,26,1003,Kosovo,9,Eastern Europe,Kosovo (Province),Pristina,3,Bombing/Explosion,14,Private Citizens & Property,76,House/Apartment/Residence,Serbian Civilian,6,Explosives,,,,,
2000,6,26,1003,Kosovo,9,Eastern Europe,Kosovo (Province),Prizren,3,Bombing/Explosion,7,Government (Diplomatic),47,International Organization (peacekeeper, aid agency, compound),United Nations,6,Explosives,,,
2000,6,26,69,France,8,Western Europe,Ile-de-France,Paris,3,Bombing/Explosion,2,Government (General),21,Government Building/Facility/Office,French government property,6,Explosives,,,,,
2000,6,27,1003,Kosovo,9,Eastern Europe,Kosovo (Province),Gjilan,3,Bombing/Explosion,4,Military,37,NATO,Military Peacekeeping Force,6,Explosives,,,,,
2000,6,27,28,Bosnia-Herzegovina,9,Eastern Europe,Republika Srpska,Prnjavor,3,Bombing/Explosion,14,Private Citizens & Property,69,Religion Identified,Muslim Bosnian Civilian,6,Explosives,,,,,
2000,6,30,98,Italy,8,Western Europe,Lombardy,Milan,3,Bombing/Explosion,15,Religious Figures/Institutions,86,Place of Worship,Roman Catholic Church,6,Explosives,,,,,
2000,6,30,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,2,Armed Assault,17,Terrorists/Non-State Militia,,,Northern Irish Civilians,5,Firearms,,,,,
2000,6,30,185,Spain,8,Western Europe,Basque Country,Vitoria,3,Bombing/Explosion,16,Telecommunication,,,Spanish Civilians,6,Explosives,,,,,
2000,6,30,1003,Kosovo,9,Eastern Europe,Kosovo (Province),Cerrnice,3,Bombing/Explosion,14,Private Citizens & Property,76,House/Apartment/Residence,Serbian Civilian,6,Explosives,,,,,
2000,6,30,603,United Kingdom,8,Western Europe,Northern Ireland,Newry,3,Bombing/Explosion,19,Transportation,100,Train/Train Tracks/Trolley,Dublin-Belfast Railway system,6,Explosives,,,,,
2000,7,0,603,United Kingdom,8,Western Europe,Northern Ireland,Ballymena,7,Facility/Infrastructure Attack,14,Private Citizens & Property,69,Religion Identified,Civilian,8,Incendiary,,,,,
2000,7,1,167,Russia,9,Eastern Europe,Chechnya (Republic),Shelkovskaya,3,Bombing/Explosion,3,Police,25,Police Security Forces/Officers,Russian Police,6,Explosives,,,,,
2000,7,2,167,Russia,9,Eastern Europe,Chechnya (Republic),Argun,3,Bombing/Explosion,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Russian Military,6,Explosives,,,,,
2000,7,2,167,Russia,9,Eastern Europe,Chechnya (Republic),Gudermes,3,Bombing/Explosion,4,Military,34,Military Personnel (soldiers, troops, officers, forces),Russian Military,6,Explosives,,
2000,7,2,167,Russia,9,Eastern Europe,Chechnya (Republic),Gudermes,3,Bombing/Explosion,4,Military,34,Military Personnel (soldiers, troops, officers, forces),Russian Military,6,Explosives,,
2000,7,2,167,Russia,9,Eastern Europe,Chechnya (Republic),Urus-Martan,3,Bombing/Explosion,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Russian Military,6,Explosives,,,,,
2000,7,2,167,Russia,9,Eastern Europe,Chechnya (Republic),Oyskhara,3,Bombing/Explosion,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Russian Military,6,Explosives,,,,,
2000,7,5,78,Greece,8,Western Europe,South Aegean,Rhodes,3,Bombing/Explosion,7,Government (Diplomatic),46,Embassy/Consulate,Turkish Foreign Ministry,6,Explosives,,,,,
2000,7,5,603,United Kingdom,8,Western Europe,Northern Ireland,Drumcree,8,Unarmed Assault,3,Police,25,Police Security Forces/Officers,Royal Ulster Constabulary,2,Chemical,,,,,
2000,7,6,98,Italy,8,Western Europe,Lombardy,Milan,3,Bombing/Explosion,14,Private Citizens & Property,82,Labor Union Related,CISL Italian Confederation of Trade Unions,6,Explosives,,,,,
2000,7,6,167,Russia,9,Eastern Europe,Dagestan (Republic),Makhachkala,3,Bombing/Explosion,19,Transportation,100,Train/Train Tracks/Trolley,Russian government and transportation,6,Explosives,,,,,
2000,7,6,98,Italy,8,Western Europe,Friuli-Venezia Giulia,Lignano Sabbiadoro,3,Bombing/Explosion,18,Tourists,97,Tourist,Tourists,6,Explosives,,,,,
2000,7,9,603,United Kingdom,8,Western Europe,Northern Ireland,Stewartstown,3,Bombing/Explosion,3,Police,22,Police Building (headquarters, station, school),Northern Ireland Police,6,Explosives,,,
2000,7,9,167,Russia,9,Eastern Europe,North Ossetia-Alania (Republic),Vladikavkaz,3,Bombing/Explosion,14,Private Citizens & Property,74,Marketplace/Plaza/Square,Civilians,6,Explosives,,,,,
2000,7,9,167,Russia,9,Eastern Europe,Rostov (Oblast),Rostov-on-Don,3,Bombing/Explosion,1,Business,7,Retail/Grocery/Bakery,Civilians,6,Explosives,,,,,
2000,7,12,1003,Kosovo,9,Eastern Europe,Kosovo (Province),Klokot,2,Armed Assault,15,Religious Figures/Institutions,85,Religious Figure,Serb Orthodox Priest,5,Firearms,,,,,
2000,7,12,185,Spain,8,Western Europe,Madrid,Madrid,3,Bombing/Explosion,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,6,Explosives,,,,,
2000,7,13,185,Spain,8,Western Europe,Navarre,Pamplona,3,Bombing/Explosion,2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Spanish MP,6,Explosives,,,,,
2000,7,16,185,Spain,8,Western Europe,Andalusia,Malaga,1,Assassination,2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Popular Party Official,5,Firearms,,,,,
2000,7,15,167,Russia,9,Eastern Europe,Chechnya,Dzhalka,3,Bombing/Explosion,4,Military,34,Military Personnel (soldiers, troops, officers, forces),Russian Military,6,Explosives,,
2000,7,15,603,United Kingdom,8,Western Europe,Northern Ireland,Castlewellan,3,Bombing/Explosion,14,Private Citizens & Property,77,Laborer (General)/Occupation Identified,Civilian,6,Explosives,,,,,
2000,7,16,167,Russia,9,Eastern Europe,Chechnya,Dzhalka,3,Bombing/Explosion,19,Transportation,100,Train/Train Tracks/Trolley,Russian Train System,6,Explosives,,,,,
2000,7,16,167,Russia,9,Eastern Europe,Chechnya (Republic),Alkhan-Yurt,1,Assassination,2,Government (General),18,Government Personnel (excluding police, military),Alkhan-Yurt Village Administrator,5,Firearms,,,,
2000,7,16,185,Spain,8,Western Europe,Castile and Leon,Agreda,3,Bombing/Explosion,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Guardia Civil,6,Explosives,,,,,
2000,7,16,75,Germany,8,Western Europe,Rhineland-Palatinate,Ludwigshafen,7,Facility/Infrastructure Attack,14,Private Citizens & Property,65,Refugee (including Camps/IDP/Asylum Seekers),Refugee Shelter,8,Incendiary,,,,,
2000,7,17,603,United Kingdom,8,Western Europe,Northern Ireland,Ballymena,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,86,Place of Worship,A Catholic chapel,8,Incendiary,,,,,
2000,7,18,167,Russia,9,Eastern Europe,Central,Tepley Stan,1,Assassination,14,Private Citizens & Property,84,Political Party Member/Rally,Civilian,5,Firearms,,,,,
2000,7,19,603,United Kingdom,8,Western Europe,England,Ealing,3,Bombing/Explosion,19,Transportation,102,Subway,London Underground,6,Explosives,,,,,
2000,7,19,185,Spain,8,Western Europe,Andalusia,Malaga,3,Bombing/Explosion,2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Malaga Socialist Party Politician,6,Explosives,,,,,
2000,7,19,185,Spain,8,Western Europe,Basque Country,Vitoria,3,Bombing/Explosion,14,Private Citizens & Property,74,Marketplace/Plaza/Square,Vittoria Shopping Center,6,Explosives,,,,,
2000,7,19,603,United Kingdom,8,Western Europe,Northern Ireland,Ballymena,7,Facility/Infrastructure Attack,8,Educational Institution,49,School/University/Educational Building,A Catholic college,8,Incendiary,,,,,
2000,7,20,185,Spain,8,Western Europe,Andalusia,Malaga,3,Bombing/Explosion,2,Government (General),21,Government Building/Facility/Office,Malaga Fire Department,6,Explosives,,,,,
2000,7,19,1003,Kosovo,9,Eastern Europe,Pristina,Obilic,3,Bombing/Explosion,1,Business,2,Restaurant/Bar/Caf�,A Serbian caf�,6,Explosives,,,,,
2000,7,23,1003,Kosovo,9,Eastern Europe,Pec,Istok,6,Hostage Taking (Kidnapping),2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Democratic League of Kosovo,8,Incendiary,,,,,
2000,7,24,185,Spain,8,Western Europe,Basque Country,Getxo,3,Bombing/Explosion,2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Popular Party,6,Explosives,,,,,
2000,7,25,167,Russia,9,Eastern Europe,Chechnya (Republic),Shali,3,Bombing/Explosion,8,Educational Institution,49,School/University/Educational Building,Russian Kindergarten,6,Explosives,,,,,
2000,7,26,185,Spain,8,Western Europe,Basque Country,Vitoria,3,Bombing/Explosion,1,Business,3,Bank/Commerce,Caja Vital bank,6,Explosives,,,,,
2000,7,26,185,Spain,8,Western Europe,Basque Country,Durango,3,Bombing/Explosion,2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Popular Party Candidate,6,Explosives,,,,,
2000,7,26,167,Russia,9,Eastern Europe,Smolensk Oblast,Smolensk,1,Assassination,10,Journalists & Media,54,Radio Journalist/Staff/Facility,Independent Russian radio,5,Firearms,,,,,
2000,7,27,75,Germany,8,Western Europe,North Rhine-Westphalia,Dusseldorf,3,Bombing/Explosion,19,Transportation,100,Train/Train Tracks/Trolley,Rail Europe,6,Explosives,,,,,
2000,7,28,185,Spain,8,Western Europe,Basque Country,Durango,7,Facility/Infrastructure Attack,2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Popular Party Councilor,8,Incendiary,,,,,
2000,7,29,185,Spain,8,Western Europe,Basque Country,Tolosa,1,Assassination,2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Socialist Party Politician,5,Firearms,,,,,
2000,7,29,167,Russia,9,Eastern Europe,Chechnya,Grozny,3,Bombing/Explosion,14,Private Citizens & Property,71,Race/Ethnicity Identified,Civilians,6,Explosives,,,,,
2000,7,29,78,Greece,8,Western Europe,Attica,Athens,3,Bombing/Explosion,1,Business,3,Bank/Commerce,Athens bank,6,Explosives,,,,,
2000,7,29,167,Russia,9,Eastern Europe,Chechnya,Grozny,3,Bombing/Explosion,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,6,Explosives,,,,,
2000,7,31,75,Germany,8,Western Europe,Mecklenburg-West Pomerania,Stralsund,3,Bombing/Explosion,1,Business,3,Bank/Commerce,Straslund Chamber of Commerce,6,Explosives,,,,,
2000,8,1,167,Russia,9,Eastern Europe,Chechnya,Dzhalka,3,Bombing/Explosion,19,Transportation,100,Train/Train Tracks/Trolley,Railway Line,6,Explosives,,,,,
2000,8,2,167,Russia,9,Eastern Europe,Chechnya (Republic),Urus-Martan,3,Bombing/Explosion,2,Government (General),18,Government Personnel (excluding police, military),Government Official,6,Explosives,,,,
2000,8,2,53,Cyprus,8,Western Europe,Nicosia,Nicosia,3,Bombing/Explosion,14,Private Citizens & Property,77,Laborer (General)/Occupation Identified,Civilian,6,Explosives,,,,,
2000,8,2,1003,Kosovo,9,Eastern Europe,Pristina,Mali Alas,3,Bombing/Explosion,14,Private Citizens & Property,68,Named Civilian,Civilians,6,Explosives,,,,,
2000,8,2,53,Cyprus,8,Western Europe,Famagusta,Paralimni,3,Bombing/Explosion,1,Business,3,Bank/Commerce,A stock company,6,Explosives,,,,,
2000,8,3,167,Russia,9,Eastern Europe,Chechnya,Nozhay-Yurtovsky (District),3,Bombing/Explosion,2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Southern Nozhai-Yurt District's Civilian Administration in Chechnya,6,Explosives,,,,,
2000,8,3,167,Russia,9,Eastern Europe,Karachay-Cherkessia,Cherkessk,3,Bombing/Explosion,2,Government (General),18,Government Personnel (excluding police, military),Karachay-Cherkess Interior Ministry,6,Explosives,,,,
2000,8,6,167,Russia,9,Eastern Europe,Dagestan (Republic),Khasavyurt,3,Bombing/Explosion,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,6,Explosives,,,,,
2000,8,7,185,Spain,8,Western Europe,Basque Country,Zumaia,3,Bombing/Explosion,1,Business,5,Industrial/Textiles/Factory,Korta Plant,6,Explosives,,,,,
2000,8,7,185,Spain,8,Western Europe,Basque Country,Bilbao,3,Bombing/Explosion,20,Unknown,,,Unknown,6,Explosives,,,,,
2000,8,7,69,France,8,Western Europe,Corsica,L'Ile Rousse,1,Assassination,14,Private Citizens & Property,77,Laborer (General)/Occupation Identified,Civilians,5,Firearms,,,,,
2000,8,7,1003,Kosovo,9,Eastern Europe,Gjilane,Pasjane,2,Armed Assault,14,Private Citizens & Property,68,Named Civilian,Civilians,5,Firearms,,,,,
2000,8,8,185,Spain,8,Western Europe,Madrid,Madrid,3,Bombing/Explosion,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,6,Explosives,,,,,
2000,8,8,167,Russia,9,Eastern Europe,Moscow (Federal City),Moscow,3,Bombing/Explosion,19,Transportation,102,Subway,Subway Station,6,Explosives,,,,,
2000,8,9,1003,Kosovo,9,Eastern Europe,Prizren,Dragash,3,Bombing/Explosion,2,Government (General),18,Government Personnel (excluding police, military),Democratic League of Kosovo (LDK),6,Explosives,,,,
2000,8,10,603,United Kingdom,8,Western Europe,Northern Ireland,Londonderry,3,Bombing/Explosion,14,Private Citizens & Property,69,Religion Identified,Protestant Civilians,6,Explosives,,,,,
2000,8,13,69,France,8,Western Europe,Corsica,Ajaccio,3,Bombing/Explosion,2,Government (General),21,Government Building/Facility/Office,Economic Development Agency,6,Explosives,,,,,
2000,8,13,185,Spain,8,Western Europe,Basque Country,Aretxabaleta,7,Facility/Infrastructure Attack,1,Business,3,Bank/Commerce,A bank,8,Incendiary,,,,,
2000,8,14,167,Russia,9,Eastern Europe,Chechnya (Republic),Unknown,2,Armed Assault,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,9,Melee,,,,,
2000,8,14,185,Spain,8,Western Europe,Basque Country,Getxo,3,Bombing/Explosion,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians and civilian property,6,Explosives,,,,,
2000,8,14,185,Spain,8,Western Europe,Basque Country,Ondarroa,3,Bombing/Explosion,19,Transportation,99,Bus (excluding tourists),A bus,6,Explosives,,,,,
2000,8,14,185,Spain,8,Western Europe,Navarre,Unknown,7,Facility/Infrastructure Attack,14,Private Citizens & Property,73,Vehicles/Transportation,Civilian property,8,Incendiary,,,,,
2000,8,15,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,3,Bombing/Explosion,17,Terrorists/Non-State Militia,93,Terrorist,Protestant loyalist leader,6,Explosives,,,,,
2000,8,16,78,Greece,8,Western Europe,Attica,Vouliagmeni,7,Facility/Infrastructure Attack,7,Government (Diplomatic),45,Diplomatic Personnel (outside of embassy, consulate),Italian Embassy in Greece,8,Incendiary,,,,
2000,8,16,167,Russia,9,Eastern Europe,Chechnya,Grozny,3,Bombing/Explosion,3,Police,25,Police Security Forces/Officers,Russian police,6,Explosives,,,,,
2000,8,17,109,Latvia,9,Eastern Europe,Riga (City),Riga,3,Bombing/Explosion,14,Private Citizens & Property,74,Marketplace/Plaza/Square,Norwegian Owned Businesses,6,Explosives,,,,,
2000,8,17,69,France,8,Western Europe,Corsica,Sartene,3,Bombing/Explosion,2,Government (General),21,Government Building/Facility/Office,Sub-Prefect of Sartene,6,Explosives,,,,,
2000,8,17,167,Russia,9,Eastern Europe,Central,Moscow,3,Bombing/Explosion,1,Business,1,Gas/Oil/Electric,Russian oil company,6,Explosives,,,,,
2000,8,18,1003,Kosovo,9,Eastern Europe,Kosovo (Province),Pristina,3,Bombing/Explosion,7,Government (Diplomatic),45,Diplomatic Personnel (outside of embassy, consulate),The Organization for Security and Cooperation in Europe (OSCE),6,Explosives,,,,
2000,8,18,167,Russia,9,Eastern Europe,Chechnya,Achkhoy-Martanovsky (District),3,Bombing/Explosion,2,Government (General),21,Government Building/Facility/Office,Central Election Commission in Chechnya,6,Explosives,,,,,
2000,8,18,1003,Kosovo,9,Eastern Europe,Pristina,Crkvena Vodica,3,Bombing/Explosion,14,Private Citizens & Property,71,Race/Ethnicity Identified,Civilians,6,Explosives,,,,,
2000,8,20,75,Germany,8,Western Europe,Brandenburg,Eisenhuttenstadt,3,Bombing/Explosion,14,Private Citizens & Property,71,Race/Ethnicity Identified,Civilians,6,Explosives,,,,,
2000,8,20,185,Spain,8,Western Europe,Aragon,Sallent de Gallego,3,Bombing/Explosion,3,Police,25,Police Security Forces/Officers,Spanish Civil Guard Police,6,Explosives,,,,,
2000,8,20,167,Russia,9,Eastern Europe,Chechnya (Republic),Grozny,7,Facility/Infrastructure Attack,2,Government (General),19,Election-related,Polling Stations,5,Firearms,,,,,
2000,8,20,167,Russia,9,Eastern Europe,Chechnya (Republic),Serzhen-Yurt,7,Facility/Infrastructure Attack,2,Government (General),19,Election-related,Polling Stations,5,Firearms,,,,,
2000,8,20,167,Russia,9,Eastern Europe,Chechnya (Republic),Urus-Martan,3,Bombing/Explosion,2,Government (General),19,Election-related,Polling Stations,6,Explosives,,,,,
2000,8,20,167,Russia,9,Eastern Europe,Chechnya,Unknown,2,Armed Assault,4,Military,34,Military Personnel (soldiers, troops, officers, forces),Russian military,5,Firearms,,
2000,8,21,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,2,Armed Assault,17,Terrorists/Non-State Militia,93,Terrorist,Ulster Freedom Fighters,5,Firearms,,,,,
2000,8,20,603,United Kingdom,8,Western Europe,England,Syreford,3,Bombing/Explosion,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Civilians,6,Explosives,,,,,
2000,8,24,185,Spain,8,Western Europe,Basque Country,Donostia-San Sebastian,3,Bombing/Explosion,1,Business,12,Construction,Basque country businesses,6,Explosives,,,,,
2000,8,24,185,Spain,8,Western Europe,Basque Country,Donostia-San Sebastian,3,Bombing/Explosion,1,Business,7,Retail/Grocery/Bakery,Basque country businesses,6,Explosives,,,,,
2000,8,24,185,Spain,8,Western Europe,Basque Country,Irun,3,Bombing/Explosion,1,Business,,,Basque country businesses,6,Explosives,,,,,
2000,8,24,185,Spain,8,Western Europe,Basque Country,Irun,3,Bombing/Explosion,1,Business,,,Basque country businesses,6,Explosives,,,,,
2000,8,25,78,Greece,8,Western Europe,Attica,Athens,7,Facility/Infrastructure Attack,7,Government (Diplomatic),45,Diplomatic Personnel (outside of embassy, consulate),Millitary Attache at the Yugoslav Embassy,8,Incendiary,,,,
2000,8,24,167,Russia,9,Eastern Europe,Stavropol,Galyugayevskaya,3,Bombing/Explosion,19,Transportation,100,Train/Train Tracks/Trolley,Russian railway,6,Explosives,,,,,
2000,8,25,185,Spain,8,Western Europe,Basque Country,Basauri,3,Bombing/Explosion,3,Police,25,Police Security Forces/Officers,National Police Corps,8,Incendiary,,,,,
2000,8,26,69,France,8,Western Europe,Corsica,Bastia,3,Bombing/Explosion,2,Government (General),21,Government Building/Facility/Office,Corsican administration,6,Explosives,,,,,
2000,8,27,1003,Kosovo,9,Eastern Europe,Pristina,Crkvena Vodica,2,Armed Assault,14,Private Citizens & Property,71,Race/Ethnicity Identified,Civilian,5,Firearms,,,,,
2000,8,28,50,Croatia,9,Eastern Europe,Lika,Gospic,3,Bombing/Explosion,4,Military,34,Military Personnel (soldiers, troops, officers, forces),Civilian,6,Explosives,,
2000,9,2,167,Russia,9,Eastern Europe,Chechnya (Republic),Grozny,3,Bombing/Explosion,4,Military,29,Military Unit/Patrol/Convoy,Russian Ministry of the Interior,6,Explosives,,,,,
2000,9,2,78,Greece,8,Western Europe,Attica,Athens,7,Facility/Infrastructure Attack,1,Business,4,Multinational Corporation,DHL,8,Incendiary,,,,,
2000,9,3,167,Russia,9,Eastern Europe,Chechnya,Shalinsky (District),3,Bombing/Explosion,4,Military,35,Military Transportation/Vehicle (excluding convoys),Military, Russian Federation,6,Explosives,,,,
2000,9,3,1003,Kosovo,9,Eastern Europe,Pristina,Podujevo,7,Facility/Infrastructure Attack,1,Business,,,Serbian Truck Company,5,Firearms,,,,,
2000,9,3,167,Russia,9,Eastern Europe,Dagestan,Gamiyakh,3,Bombing/Explosion,19,Transportation,101,Bus Station/Stop,Dagestan Busing System,6,Explosives,,,,,
2000,9,3,1003,Kosovo,9,Eastern Europe,Kosovo (Province),Mushnikove,3,Bombing/Explosion,15,Religious Figures/Institutions,86,Place of Worship,Serbian Orthodox Church of Kosovo and Metohia,6,Explosives,,,,,
2000,9,3,167,Russia,9,Eastern Europe,Chechnya (Republic),Argun,2,Armed Assault,2,Government (General),18,Government Personnel (excluding police, military),Ministry of the Interior of the Russian Federation,5,Firearms,,,,
2000,9,3,167,Russia,9,Eastern Europe,Chechnya (Republic),Between Naurskaya and Novoterskaya,3,Bombing/Explosion,19,Transportation,100,Train/Train Tracks/Trolley,Russian Railroad Network,6,Explosives,,,,,
2000,9,3,185,Spain,8,Western Europe,Basque Country,Andoain,7,Facility/Infrastructure Attack,2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Socialist Party of Basque Country,8,Incendiary,,,,,
2000,9,3,78,Greece,8,Western Europe,Attica,Athens,3,Bombing/Explosion,1,Business,4,Multinational Corporation,Jaguar Car Company,6,Explosives,,,,,
2000,9,4,78,Greece,8,Western Europe,Attica,Athens,3,Bombing/Explosion,3,Police,22,Police Building (headquarters, station, school),Greek Police,8,Incendiary,,,
2000,9,5,167,Russia,9,Eastern Europe,Chechnya (Republic),Shalinsky (District),3,Bombing/Explosion,4,Military,35,Military Transportation/Vehicle (excluding convoys),Russian Military and Ministry of Interior,6,Explosives,,,,,
